text,label,text_length,word_count,cleaned_text,processed_text,word_count_processed,processed_length
i feel shaky from the battering of emotions but im still standing,fear,65,12,i feel shaky from the battering of emotions but im still standing,feel shaky battering emotion im still standing,7,46
i feel like being all stubborn and stingy,anger,41,8,i feel like being all stubborn and stingy,feel like stubborn stingy,4,25
i been that i feel like i can traipse in and out of all your lives tromping on your heel loving hearts with my stilettos,love,120,25,i been that i feel like i can traipse in and out of all your lives tromping on your heel loving hearts with my stilettos,feel like traipse life tromping heel loving heart stiletto,9,58
i reread for comfort the familiarity of a book whose plot i already know is easier to deal with when im feeling stressed than a new to me book with all its unknowns,sadness,164,33,i reread for comfort the familiarity of a book whose plot i already know is easier to deal with when im feeling stressed than a new to me book with all its unknowns,reread comfort familiarity book whose plot already know easier deal im feeling stressed new book unknown,16,104
i love it but sometimes i feel exhausted,sadness,40,8,i love it but sometimes i feel exhausted,love sometimes feel exhausted,4,29
im sorry i feel so uncertain about it,fear,37,8,im sorry i feel so uncertain about it,im sorry feel so uncertain,5,26
im feeling crappy ill fish for compliments like any other girl,sadness,62,11,im feeling crappy ill fish for compliments like any other girl,im feeling crappy ill fish compliment like girl,8,47
i am asleep i would feel no pain but that violent act would be completely unjustified all the same,anger,98,19,i am asleep i would feel no pain but that violent act would be completely unjustified all the same,asleep would feel no pain violent act would completely unjustified,10,66
i feel burdened and stuck in the center of a dark tunnel,sadness,56,12,i feel burdened and stuck in the center of a dark tunnel,feel burdened stuck center dark tunnel,6,38
i know their feelings are very real and not petty but neither are mine here,anger,75,15,i know their feelings are very real and not petty but neither are mine here,know feeling very real not petty neither mine,8,45
i would look up at the sky scrapers and feel amazed that this little girl from montana was there,surprise,96,19,i would look up at the sky scrapers and feel amazed that this little girl from montana was there,would look sky scraper feel amazed little girl montana,9,54
i don t want to i feel irritated,anger,32,8,i don t want to i feel irritated,want feel irritated,3,19
i feel like i look like a miserable heap,sadness,40,9,i feel like i look like a miserable heap,feel like look like miserable heap,6,34
i really feel like i am useless in this world,sadness,45,10,i really feel like i am useless in this world,really feel like useless world,5,30
im definitely not feeling fearful or anything right now,fear,55,9,im definitely not feeling fearful or anything right now,im definitely not feeling fearful anything right,7,48
